Phage,Host,Spot #,# Plaques,Plaques per ml,EOP
28-8,8-9,3,9,74925,0.20000000
28-9,8-9,2,6,9990,0.50000000
28-10,8-9,2,4,6660,0.02666667
28-11,8-9,3,4,33300,0.80000000
A,8-10,0,0,0,0.00000000
8-1,8-10,0,0,0,0.00000000
8-2,8-10,0,0,0,0.00000000
8-3,8-10,0,0,0,0.00000000
8-4,8-10,0,0,0,0.00000000
8-5,8-10,0,0,0,0.00000000
8-6,8-10,0,0,0,0.00000000
8-7,8-10,0,0,0,0.00000000
8-8,8-10,0,0,0,0.00000000
8-9,8-10,0,0,0,0.00000000
8-10,8-10,0,0,0,0.00000000
8-11,8-10,0,0,0,0.00000000
15-1,8-10,0,0,0,0.00000000
15-2,8-10,0,0,0,0.00000000
15-3,8-10,1,4,1332,0.02666667
15-4,8-10,1,11,3663,0.55000000
15-5,8-10,0,0,0,0.00000000
15-6,8-10,1,4,1332,0.10000000
15-7,8-10,1,2,666,0.01333333
15-8,8-10,0,0,0,0.00000000
15-9,8-10,1,3,999,0.00240000
15-10,8-10,1,8,2664,0.01280000
15-11,8-10,1,6,1998,1.50000000
22-1,8-10,3,7,58275,1.16666667
22-2,8-10,1,7,2331,0.46666667
22-3,8-10,3,6,49950,1.50000000
22-4,8-10,3,5,41625,1.00000000
22-5,8-10,1,6,1998,0.17142857
22-6,8-10,1,8,2664,0.05333333
22-7,8-10,2,7,11655,0.63636364
22-8,8-10,1,4,1332,0.00533333
22-9,8-10,2,4,6660,0.01333333
22-10,8-10,3,7,58275,0.77777778
22-11,8-10,3,5,41625,1.25000000
28-1,8-10,3,5,41625,2.08333333
28-2,8-10,3,9,74925,15.00000000
28-3,8-10,3,4,33300,1.66666667
28-4,8-10,3,5,41625,3.57142857
28-5,8-10,4,4,166500,0.80000000
28-6,8-10,4,5,208125,5.00000000
28-7,8-10,4,4,166500,1.00000000
28-8,8-10,3,5,41625,0.11111111
28-9,8-10,2,4,6660,0.33333333
28-10,8-10,3,5,41625,0.16666667
28-11,8-10,3,6,49950,1.20000000
A,606-2,7,13,67640625,1.00000000
8-1,606-2,0,0,0,0.00000000
8-2,606-2,0,0,0,0.00000000
8-3,606-2,1,1,333,1.00000000
8-4,606-2,0,0,0,0.00000000
8-5,606-2,0,0,0,0.00000000
8-6,606-2,1,8,2664,1.00000000
8-7,606-2,1,3,999,1.00000000
8-8,606-2,0,0,0,0.00000000
8-9,606-2,1,6,1998,1.00000000
8-10,606-2,0,0,0,0.00000000
8-11,606-2,0,0,0,0.00000000
15-1,606-2,3,18,149850,1.00000000
15-2,606-2,1,1,333,1.00000000
15-3,606-2,3,5,41625,1.00000000
15-4,606-2,2,8,13320,1.00000000
15-5,606-2,1,4,1332,1.00000000
15-6,606-2,2,4,6660,1.00000000
15-7,606-2,3,8,66600,1.00000000
15-8,606-2,2,4,6660,1.00000000
15-9,606-2,4,2,83250,1.00000000
15-10,606-2,3,4,33300,1.00000000
15-11,606-2,1,4,1332,1.00000000
22-1,606-2,3,5,41625,1.00000000
22-2,606-2,2,6,9990,1.00000000
22-3,606-2,2,12,19980,1.00000000
22-4,606-2,3,4,33300,1.00000000
22-5,606-2,2,5,8325,1.00000000
22-6,606-2,2,8,13320,1.00000000
22-7,606-2,2,6,9990,1.00000000
22-8,606-2,4,6,249750,1.00000000
22-9,606-2,4,7,291375,1.00000000
22-10,606-2,3,6,49950,1.00000000
22-11,606-2,2,10,16650,1.00000000
28-1,606-2,3,10,83250,1.00000000
28-2,606-2,3,6,49950,1.00000000
28-3,606-2,3,6,49950,1.00000000
28-4,606-2,4,8,333000,1.00000000
28-5,606-2,3,8,66600,1.00000000
28-6,606-2,5,5,1040625,1.00000000
28-7,606-2,4,5,208125,1.00000000
28-8,606-2,4,6,249750,1.00000000
28-9,606-2,5,5,1040625,1.00000000
28-10,606-2,3,7,58275,1.00000000
28-11,606-2,5,11,2289375,1.00000000
A,606-1,7,8,41625000,1.00000000
8-1,606-1,1,3,999,1.00000000
8-2,606-1,1,4,1332,1.00000000
8-3,606-1,1,2,666,1.00000000
8-4,606-1,1,1,333,1.00000000
8-5,606-1,0,0,0,0.00000000
8-6,606-1,2,10,16650,1.00000000
8-7,606-1,2,6,9990,1.00000000
8-8,606-1,1,4,1332,1.00000000
8-9,606-1,2,5,8325,1.00000000
8-10,606-1,1,1,333,1.00000000
8-11,606-1,1,1,333,1.00000000
15-1,606-1,4,6,249750,1.00000000
15-2,606-1,1,12,3996,1.00000000
15-3,606-1,3,6,49950,1.00000000
15-4,606-1,1,20,6660,1.00000000
15-5,606-1,1,6,1998,1.00000000
15-6,606-1,2,8,13320,1.00000000
15-7,606-1,3,6,49950,1.00000000
15-8,606-1,2,4,6660,1.00000000
15-9,606-1,4,10,416250,1.00000000
15-10,606-1,4,5,208125,1.00000000
15-11,606-1,1,4,1332,1.00000000
22-1,606-1,3,6,49950,1.00000000
22-2,606-1,2,3,4995,1.00000000
22-3,606-1,3,4,33300,1.00000000
22-4,606-1,3,5,41625,1.00000000
22-5,606-1,2,7,11655,1.00000000
22-6,606-1,3,6,49950,1.00000000
22-7,606-1,2,11,18315,1.00000000
22-8,606-1,4,6,249750,1.00000000
22-9,606-1,4,12,499500,1.00000000
22-10,606-1,3,9,74925,1.00000000
22-11,606-1,3,4,33300,1.00000000
28-1,606-1,2,12,19980,1.00000000
28-2,606-1,2,3,4995,1.00000000
28-3,606-1,2,12,19980,1.00000000
28-4,606-1,2,7,11655,1.00000000
28-5,606-1,4,5,208125,1.00000000
28-6,606-1,3,5,41625,1.00000000
28-7,606-1,4,4,166500,1.00000000
28-8,606-1,4,9,374625,1.00000000
28-9,606-1,2,12,19980,1.00000000
28-10,606-1,4,6,249750,1.00000000
28-11,606-1,3,5,41625,1.00000000
A,606-3,8,11,286171875,1.00000000
8-1,606-3,1,2,666,1.00000000
8-2,606-3,1,2,666,1.00000000
8-3,606-3,1,2,666,1.00000000
8-4,606-3,1,3,999,1.00000000
8-5,606-3,1,2,666,1.00000000
8-6,606-3,3,5,41625,1.00000000
8-7,606-3,2,2,3330,1.00000000
8-8,606-3,2,2,3330,1.00000000
8-9,606-3,2,2,3330,1.00000000
8-10,606-3,1,3,999,1.00000000
8-11,606-3,1,3,999,1.00000000
15-1,606-3,4,9,374625,1.00000000
15-2,606-3,1,4,1332,1.00000000
15-3,606-3,3,5,41625,1.00000000
15-4,606-3,1,5,1665,1.00000000
15-5,606-3,1,5,1665,1.00000000
15-6,606-3,2,8,13320,1.00000000
15-7,606-3,3,12,99900,1.00000000
15-8,606-3,3,3,24975,1.00000000
15-9,606-3,6,3,3121875,1.00000000
15-10,606-3,5,3,624375,1.00000000
15-11,606-3,1,2,666,1.00000000
22-1,606-3,3,7,58275,1.00000000
22-2,606-3,1,3,999,1.00000000
22-3,606-3,2,4,6660,1.00000000
22-4,606-3,2,6,9990,1.00000000
22-5,606-3,2,3,4995,1.00000000
22-6,606-3,3,3,24975,1.00000000
22-7,606-3,3,1,8325,1.00000000
22-8,606-3,6,4,4162500,1.00000000
22-9,606-3,6,5,5203125,1.00000000
22-10,606-3,4,5,208125,1.00000000
22-11,606-3,2,9,14985,1.00000000
28-1,606-3,2,8,13320,1.00000000
28-2,606-3,2,6,9990,1.00000000
28-3,606-3,2,4,6660,1.00000000
28-4,606-3,2,6,9990,1.00000000
28-5,606-3,5,4,832500,1.00000000
28-6,606-3,3,16,133200,1.00000000
28-7,606-3,4,9,374625,1.00000000
28-8,606-3,6,4,4162500,1.00000000
28-9,606-3,4,6,249750,1.00000000
28-10,606-3,5,7,1456875,1.00000000
28-11,606-3,4,5,208125,1.00000000
