Time,Well,OD600,Strain,Phage,malTmut,X777bpdel,Treatment
29700,C6,0.226,D37-9+,No,No,Yes,777del
30000,C6,0.237,D37-9+,No,No,Yes,777del
30300,C6,0.249,D37-9+,No,No,Yes,777del
30600,C6,0.261,D37-9+,No,No,Yes,777del
30901,C6,0.269,D37-9+,No,No,Yes,777del
31200,C6,0.284,D37-9+,No,No,Yes,777del
31501,C6,0.295,D37-9+,No,No,Yes,777del
31800,C6,0.307,D37-9+,No,No,Yes,777del
32101,C6,0.319,D37-9+,No,No,Yes,777del
32400,C6,0.333,D37-9+,No,No,Yes,777del
32700,C6,0.347,D37-9+,No,No,Yes,777del
33000,C6,0.357,D37-9+,No,No,Yes,777del
33300,C6,0.369,D37-9+,No,No,Yes,777del
33601,C6,0.38,D37-9+,No,No,Yes,777del
33900,C6,0.389,D37-9+,No,No,Yes,777del
34201,C6,0.399,D37-9+,No,No,Yes,777del
34500,C6,0.413,D37-9+,No,No,Yes,777del
34801,C6,0.427,D37-9+,No,No,Yes,777del
35100,C6,0.439,D37-9+,No,No,Yes,777del
35400,C6,0.453,D37-9+,No,No,Yes,777del
35700,C6,0.468,D37-9+,No,No,Yes,777del
36000,C6,0.479,D37-9+,No,No,Yes,777del
36301,C6,0.49,D37-9+,No,No,Yes,777del
36600,C6,0.503,D37-9+,No,No,Yes,777del
36901,C6,0.514,D37-9+,No,No,Yes,777del
37200,C6,0.516,D37-9+,No,No,Yes,777del
37501,C6,0.52,D37-9+,No,No,Yes,777del
37800,C6,0.523,D37-9+,No,No,Yes,777del
38100,C6,0.527,D37-9+,No,No,Yes,777del
38400,C6,0.53,D37-9+,No,No,Yes,777del
38700,C6,0.533,D37-9+,No,No,Yes,777del
39001,C6,0.535,D37-9+,No,No,Yes,777del
39300,C6,0.536,D37-9+,No,No,Yes,777del
39601,C6,0.538,D37-9+,No,No,Yes,777del
39900,C6,0.542,D37-9+,No,No,Yes,777del
40201,C6,0.547,D37-9+,No,No,Yes,777del
40500,C6,0.553,D37-9+,No,No,Yes,777del
40800,C6,0.558,D37-9+,No,No,Yes,777del
41100,C6,0.564,D37-9+,No,No,Yes,777del
41400,C6,0.568,D37-9+,No,No,Yes,777del
41701,C6,0.574,D37-9+,No,No,Yes,777del
42000,C6,0.584,D37-9+,No,No,Yes,777del
42301,C6,0.595,D37-9+,No,No,Yes,777del
42600,C6,0.6,D37-9+,No,No,Yes,777del
42901,C6,0.607,D37-9+,No,No,Yes,777del
43200,C6,0.613,D37-9+,No,No,Yes,777del
43500,C6,0.617,D37-9+,No,No,Yes,777del
43800,C6,0.622,D37-9+,No,No,Yes,777del
44100,C6,0.626,D37-9+,No,No,Yes,777del
44401,C6,0.63,D37-9+,No,No,Yes,777del
44700,C6,0.635,D37-9+,No,No,Yes,777del
45001,C6,0.637,D37-9+,No,No,Yes,777del
45300,C6,0.639,D37-9+,No,No,Yes,777del
45601,C6,0.644,D37-9+,No,No,Yes,777del
45900,C6,0.646,D37-9+,No,No,Yes,777del
46200,C6,0.651,D37-9+,No,No,Yes,777del
46500,C6,0.653,D37-9+,No,No,Yes,777del
46800,C6,0.656,D37-9+,No,No,Yes,777del
47101,C6,0.661,D37-9+,No,No,Yes,777del
47400,C6,0.662,D37-9+,No,No,Yes,777del
47701,C6,0.662,D37-9+,No,No,Yes,777del
48000,C6,0.664,D37-9+,No,No,Yes,777del
48301,C6,0.664,D37-9+,No,No,Yes,777del
48600,C6,0.667,D37-9+,No,No,Yes,777del
48900,C6,0.67,D37-9+,No,No,Yes,777del
49200,C6,0.671,D37-9+,No,No,Yes,777del
49500,C6,0.674,D37-9+,No,No,Yes,777del
49801,C6,0.677,D37-9+,No,No,Yes,777del
50100,C6,0.679,D37-9+,No,No,Yes,777del
50401,C6,0.681,D37-9+,No,No,Yes,777del
50700,C6,0.684,D37-9+,No,No,Yes,777del
51001,C6,0.685,D37-9+,No,No,Yes,777del
51300,C6,0.688,D37-9+,No,No,Yes,777del
51600,C6,0.69,D37-9+,No,No,Yes,777del
51900,C6,0.692,D37-9+,No,No,Yes,777del
52200,C6,0.694,D37-9+,No,No,Yes,777del
52501,C6,0.696,D37-9+,No,No,Yes,777del
52800,C6,0.698,D37-9+,No,No,Yes,777del
53101,C6,0.699,D37-9+,No,No,Yes,777del
53400,C6,0.702,D37-9+,No,No,Yes,777del
53701,C6,0.703,D37-9+,No,No,Yes,777del
54000,C6,0.704,D37-9+,No,No,Yes,777del
54300,C6,0.706,D37-9+,No,No,Yes,777del
54600,C6,0.706,D37-9+,No,No,Yes,777del
54900,C6,0.707,D37-9+,No,No,Yes,777del
55201,C6,0.709,D37-9+,No,No,Yes,777del
55500,C6,0.711,D37-9+,No,No,Yes,777del
55801,C6,0.712,D37-9+,No,No,Yes,777del
56100,C6,0.713,D37-9+,No,No,Yes,777del
56401,C6,0.713,D37-9+,No,No,Yes,777del
56700,C6,0.716,D37-9+,No,No,Yes,777del
57000,C6,0.718,D37-9+,No,No,Yes,777del
57300,C6,0.719,D37-9+,No,No,Yes,777del
57600,C6,0.721,D37-9+,No,No,Yes,777del
57901,C6,0.725,D37-9+,No,No,Yes,777del
58200,C6,0.728,D37-9+,No,No,Yes,777del
58501,C6,0.73,D37-9+,No,No,Yes,777del
58800,C6,0.733,D37-9+,No,No,Yes,777del
59101,C6,0.735,D37-9+,No,No,Yes,777del
59400,C6,0.738,D37-9+,No,No,Yes,777del
59700,C6,0.74,D37-9+,No,No,Yes,777del
60000,C6,0.741,D37-9+,No,No,Yes,777del
60300,C6,0.744,D37-9+,No,No,Yes,777del
60601,C6,0.745,D37-9+,No,No,Yes,777del
60900,C6,0.748,D37-9+,No,No,Yes,777del
61201,C6,0.749,D37-9+,No,No,Yes,777del
61500,C6,0.752,D37-9+,No,No,Yes,777del
61801,C6,0.753,D37-9+,No,No,Yes,777del
62100,C6,0.755,D37-9+,No,No,Yes,777del
62400,C6,0.754,D37-9+,No,No,Yes,777del
62700,C6,0.756,D37-9+,No,No,Yes,777del
63000,C6,0.759,D37-9+,No,No,Yes,777del
63301,C6,0.76,D37-9+,No,No,Yes,777del
63600,C6,0.762,D37-9+,No,No,Yes,777del
63901,C6,0.763,D37-9+,No,No,Yes,777del
64200,C6,0.763,D37-9+,No,No,Yes,777del
64501,C6,0.765,D37-9+,No,No,Yes,777del
64800,C6,0.767,D37-9+,No,No,Yes,777del
65100,C6,0.766,D37-9+,No,No,Yes,777del
65400,C6,0.769,D37-9+,No,No,Yes,777del
65700,C6,0.77,D37-9+,No,No,Yes,777del
66001,C6,0.772,D37-9+,No,No,Yes,777del
66300,C6,0.774,D37-9+,No,No,Yes,777del
66601,C6,0.777,D37-9+,No,No,Yes,777del
66900,C6,0.778,D37-9+,No,No,Yes,777del
67201,C6,0.779,D37-9+,No,No,Yes,777del
67500,C6,0.779,D37-9+,No,No,Yes,777del
67800,C6,0.781,D37-9+,No,No,Yes,777del
68100,C6,0.783,D37-9+,No,No,Yes,777del
68400,C6,0.782,D37-9+,No,No,Yes,777del
68701,C6,0.784,D37-9+,No,No,Yes,777del
69000,C6,0.787,D37-9+,No,No,Yes,777del
69301,C6,0.788,D37-9+,No,No,Yes,777del
69600,C6,0.791,D37-9+,No,No,Yes,777del
69901,C6,0.794,D37-9+,No,No,Yes,777del
70200,C6,0.795,D37-9+,No,No,Yes,777del
70500,C6,0.795,D37-9+,No,No,Yes,777del
70800,C6,0.796,D37-9+,No,No,Yes,777del
71100,C6,0.797,D37-9+,No,No,Yes,777del
71401,C6,0.799,D37-9+,No,No,Yes,777del
71700,C6,0.8,D37-9+,No,No,Yes,777del
72001,C6,0.8,D37-9+,No,No,Yes,777del
0,D6,0.108,D37-9+,No,No,Yes,777del
300,D6,0.109,D37-9+,No,No,Yes,777del
600,D6,0.11,D37-9+,No,No,Yes,777del
900,D6,0.11,D37-9+,No,No,Yes,777del
1201,D6,0.11,D37-9+,No,No,Yes,777del
1500,D6,0.11,D37-9+,No,No,Yes,777del
1801,D6,0.11,D37-9+,No,No,Yes,777del
2100,D6,0.11,D37-9+,No,No,Yes,777del
2401,D6,0.111,D37-9+,No,No,Yes,777del
2700,D6,0.111,D37-9+,No,No,Yes,777del
3000,D6,0.111,D37-9+,No,No,Yes,777del
3300,D6,0.111,D37-9+,No,No,Yes,777del
3600,D6,0.111,D37-9+,No,No,Yes,777del
3901,D6,0.111,D37-9+,No,No,Yes,777del
4200,D6,0.111,D37-9+,No,No,Yes,777del
4501,D6,0.111,D37-9+,No,No,Yes,777del
4800,D6,0.112,D37-9+,No,No,Yes,777del
5101,D6,0.111,D37-9+,No,No,Yes,777del
5400,D6,0.111,D37-9+,No,No,Yes,777del
5700,D6,0.111,D37-9+,No,No,Yes,777del
6000,D6,0.111,D37-9+,No,No,Yes,777del
6300,D6,0.111,D37-9+,No,No,Yes,777del
6601,D6,0.111,D37-9+,No,No,Yes,777del
6900,D6,0.112,D37-9+,No,No,Yes,777del
7201,D6,0.111,D37-9+,No,No,Yes,777del
7500,D6,0.111,D37-9+,No,No,Yes,777del
7801,D6,0.111,D37-9+,No,No,Yes,777del
8100,D6,0.111,D37-9+,No,No,Yes,777del
8400,D6,0.112,D37-9+,No,No,Yes,777del
8700,D6,0.112,D37-9+,No,No,Yes,777del
9000,D6,0.112,D37-9+,No,No,Yes,777del
9301,D6,0.112,D37-9+,No,No,Yes,777del
9600,D6,0.112,D37-9+,No,No,Yes,777del
9901,D6,0.112,D37-9+,No,No,Yes,777del
10200,D6,0.112,D37-9+,No,No,Yes,777del
10501,D6,0.112,D37-9+,No,No,Yes,777del
10800,D6,0.112,D37-9+,No,No,Yes,777del
11100,D6,0.112,D37-9+,No,No,Yes,777del
11400,D6,0.112,D37-9+,No,No,Yes,777del
11700,D6,0.112,D37-9+,No,No,Yes,777del
12001,D6,0.112,D37-9+,No,No,Yes,777del
12300,D6,0.112,D37-9+,No,No,Yes,777del
12601,D6,0.112,D37-9+,No,No,Yes,777del
12900,D6,0.112,D37-9+,No,No,Yes,777del
13201,D6,0.112,D37-9+,No,No,Yes,777del
13500,D6,0.113,D37-9+,No,No,Yes,777del
13800,D6,0.113,D37-9+,No,No,Yes,777del
14100,D6,0.113,D37-9+,No,No,Yes,777del
14400,D6,0.113,D37-9+,No,No,Yes,777del
14701,D6,0.113,D37-9+,No,No,Yes,777del
15000,D6,0.113,D37-9+,No,No,Yes,777del
15301,D6,0.113,D37-9+,No,No,Yes,777del
15600,D6,0.113,D37-9+,No,No,Yes,777del
15901,D6,0.113,D37-9+,No,No,Yes,777del
16200,D6,0.113,D37-9+,No,No,Yes,777del
16500,D6,0.114,D37-9+,No,No,Yes,777del
16800,D6,0.113,D37-9+,No,No,Yes,777del
17100,D6,0.113,D37-9+,No,No,Yes,777del
17401,D6,0.113,D37-9+,No,No,Yes,777del
17700,D6,0.113,D37-9+,No,No,Yes,777del
18001,D6,0.114,D37-9+,No,No,Yes,777del
18300,D6,0.113,D37-9+,No,No,Yes,777del
18601,D6,0.113,D37-9+,No,No,Yes,777del
18900,D6,0.114,D37-9+,No,No,Yes,777del
19200,D6,0.114,D37-9+,No,No,Yes,777del
19500,D6,0.114,D37-9+,No,No,Yes,777del
19800,D6,0.114,D37-9+,No,No,Yes,777del
20101,D6,0.115,D37-9+,No,No,Yes,777del
20400,D6,0.114,D37-9+,No,No,Yes,777del
20701,D6,0.114,D37-9+,No,No,Yes,777del
21000,D6,0.115,D37-9+,No,No,Yes,777del
21301,D6,0.115,D37-9+,No,No,Yes,777del
21600,D6,0.115,D37-9+,No,No,Yes,777del
21900,D6,0.116,D37-9+,No,No,Yes,777del
22200,D6,0.117,D37-9+,No,No,Yes,777del
22500,D6,0.117,D37-9+,No,No,Yes,777del
22801,D6,0.118,D37-9+,No,No,Yes,777del
23100,D6,0.119,D37-9+,No,No,Yes,777del
23401,D6,0.119,D37-9+,No,No,Yes,777del
23700,D6,0.12,D37-9+,No,No,Yes,777del
24001,D6,0.122,D37-9+,No,No,Yes,777del
24300,D6,0.123,D37-9+,No,No,Yes,777del
24600,D6,0.124,D37-9+,No,No,Yes,777del
24900,D6,0.126,D37-9+,No,No,Yes,777del
25200,D6,0.129,D37-9+,No,No,Yes,777del
25501,D6,0.132,D37-9+,No,No,Yes,777del
25800,D6,0.135,D37-9+,No,No,Yes,777del
26101,D6,0.138,D37-9+,No,No,Yes,777del
26400,D6,0.142,D37-9+,No,No,Yes,777del
26701,D6,0.146,D37-9+,No,No,Yes,777del
27000,D6,0.151,D37-9+,No,No,Yes,777del
27300,D6,0.157,D37-9+,No,No,Yes,777del
27600,D6,0.164,D37-9+,No,No,Yes,777del
27900,D6,0.171,D37-9+,No,No,Yes,777del
28201,D6,0.179,D37-9+,No,No,Yes,777del
28500,D6,0.189,D37-9+,No,No,Yes,777del
28801,D6,0.2,D37-9+,No,No,Yes,777del
29100,D6,0.211,D37-9+,No,No,Yes,777del
29401,D6,0.226,D37-9+,No,No,Yes,777del
29700,D6,0.241,D37-9+,No,No,Yes,777del
30000,D6,0.256,D37-9+,No,No,Yes,777del
30300,D6,0.273,D37-9+,No,No,Yes,777del
30600,D6,0.292,D37-9+,No,No,Yes,777del
30901,D6,0.315,D37-9+,No,No,Yes,777del
31200,D6,0.337,D37-9+,No,No,Yes,777del
31501,D6,0.358,D37-9+,No,No,Yes,777del
31800,D6,0.377,D37-9+,No,No,Yes,777del
32101,D6,0.395,D37-9+,No,No,Yes,777del
32400,D6,0.414,D37-9+,No,No,Yes,777del
32700,D6,0.435,D37-9+,No,No,Yes,777del
33000,D6,0.457,D37-9+,No,No,Yes,777del
33300,D6,0.475,D37-9+,No,No,Yes,777del
33601,D6,0.498,D37-9+,No,No,Yes,777del
33900,D6,0.52,D37-9+,No,No,Yes,777del
34201,D6,0.534,D37-9+,No,No,Yes,777del
34500,D6,0.544,D37-9+,No,No,Yes,777del
34801,D6,0.555,D37-9+,No,No,Yes,777del
35100,D6,0.57,D37-9+,No,No,Yes,777del
35400,D6,0.571,D37-9+,No,No,Yes,777del
35700,D6,0.575,D37-9+,No,No,Yes,777del
36000,D6,0.59,D37-9+,No,No,Yes,777del
36301,D6,0.589,D37-9+,No,No,Yes,777del
36600,D6,0.595,D37-9+,No,No,Yes,777del
36901,D6,0.613,D37-9+,No,No,Yes,777del
37200,D6,0.623,D37-9+,No,No,Yes,777del
37501,D6,0.63,D37-9+,No,No,Yes,777del
37800,D6,0.649,D37-9+,No,No,Yes,777del
38100,D6,0.649,D37-9+,No,No,Yes,777del
38400,D6,0.651,D37-9+,No,No,Yes,777del
38700,D6,0.652,D37-9+,No,No,Yes,777del
39001,D6,0.652,D37-9+,No,No,Yes,777del
39300,D6,0.648,D37-9+,No,No,Yes,777del
39601,D6,0.648,D37-9+,No,No,Yes,777del
39900,D6,0.648,D37-9+,No,No,Yes,777del
40201,D6,0.648,D37-9+,No,No,Yes,777del
40500,D6,0.65,D37-9+,No,No,Yes,777del
40800,D6,0.653,D37-9+,No,No,Yes,777del
41100,D6,0.65,D37-9+,No,No,Yes,777del
41400,D6,0.649,D37-9+,No,No,Yes,777del
41701,D6,0.649,D37-9+,No,No,Yes,777del
42000,D6,0.649,D37-9+,No,No,Yes,777del
42301,D6,0.646,D37-9+,No,No,Yes,777del
42600,D6,0.645,D37-9+,No,No,Yes,777del
42901,D6,0.644,D37-9+,No,No,Yes,777del
43200,D6,0.647,D37-9+,No,No,Yes,777del
43500,D6,0.653,D37-9+,No,No,Yes,777del
43800,D6,0.656,D37-9+,No,No,Yes,777del
44100,D6,0.658,D37-9+,No,No,Yes,777del
44401,D6,0.659,D37-9+,No,No,Yes,777del
44700,D6,0.66,D37-9+,No,No,Yes,777del
45001,D6,0.661,D37-9+,No,No,Yes,777del
45300,D6,0.662,D37-9+,No,No,Yes,777del
45601,D6,0.663,D37-9+,No,No,Yes,777del
45900,D6,0.665,D37-9+,No,No,Yes,777del
46200,D6,0.664,D37-9+,No,No,Yes,777del
46500,D6,0.666,D37-9+,No,No,Yes,777del
46800,D6,0.669,D37-9+,No,No,Yes,777del
47101,D6,0.67,D37-9+,No,No,Yes,777del
47400,D6,0.671,D37-9+,No,No,Yes,777del
47701,D6,0.669,D37-9+,No,No,Yes,777del
48000,D6,0.668,D37-9+,No,No,Yes,777del
48301,D6,0.667,D37-9+,No,No,Yes,777del
48600,D6,0.669,D37-9+,No,No,Yes,777del
48900,D6,0.671,D37-9+,No,No,Yes,777del
49200,D6,0.673,D37-9+,No,No,Yes,777del
49500,D6,0.673,D37-9+,No,No,Yes,777del
49801,D6,0.675,D37-9+,No,No,Yes,777del
50100,D6,0.675,D37-9+,No,No,Yes,777del
50401,D6,0.676,D37-9+,No,No,Yes,777del
50700,D6,0.678,D37-9+,No,No,Yes,777del
51001,D6,0.678,D37-9+,No,No,Yes,777del
51300,D6,0.68,D37-9+,No,No,Yes,777del
51600,D6,0.682,D37-9+,No,No,Yes,777del
51900,D6,0.683,D37-9+,No,No,Yes,777del
52200,D6,0.683,D37-9+,No,No,Yes,777del
52501,D6,0.685,D37-9+,No,No,Yes,777del
52800,D6,0.686,D37-9+,No,No,Yes,777del
53101,D6,0.689,D37-9+,No,No,Yes,777del
53400,D6,0.689,D37-9+,No,No,Yes,777del
53701,D6,0.692,D37-9+,No,No,Yes,777del
54000,D6,0.693,D37-9+,No,No,Yes,777del
54300,D6,0.695,D37-9+,No,No,Yes,777del
54600,D6,0.695,D37-9+,No,No,Yes,777del
54900,D6,0.697,D37-9+,No,No,Yes,777del
55201,D6,0.7,D37-9+,No,No,Yes,777del
55500,D6,0.701,D37-9+,No,No,Yes,777del
55801,D6,0.702,D37-9+,No,No,Yes,777del
56100,D6,0.702,D37-9+,No,No,Yes,777del
56401,D6,0.703,D37-9+,No,No,Yes,777del
56700,D6,0.706,D37-9+,No,No,Yes,777del
57000,D6,0.708,D37-9+,No,No,Yes,777del
57300,D6,0.71,D37-9+,No,No,Yes,777del
57600,D6,0.712,D37-9+,No,No,Yes,777del
57901,D6,0.716,D37-9+,No,No,Yes,777del
58200,D6,0.717,D37-9+,No,No,Yes,777del
58501,D6,0.72,D37-9+,No,No,Yes,777del
58800,D6,0.724,D37-9+,No,No,Yes,777del
59101,D6,0.725,D37-9+,No,No,Yes,777del
59400,D6,0.729,D37-9+,No,No,Yes,777del
59700,D6,0.729,D37-9+,No,No,Yes,777del
60000,D6,0.732,D37-9+,No,No,Yes,777del
60300,D6,0.734,D37-9+,No,No,Yes,777del
60601,D6,0.735,D37-9+,No,No,Yes,777del
60900,D6,0.738,D37-9+,No,No,Yes,777del
61201,D6,0.74,D37-9+,No,No,Yes,777del
61500,D6,0.742,D37-9+,No,No,Yes,777del
61801,D6,0.744,D37-9+,No,No,Yes,777del
62100,D6,0.747,D37-9+,No,No,Yes,777del
62400,D6,0.747,D37-9+,No,No,Yes,777del
62700,D6,0.749,D37-9+,No,No,Yes,777del
63000,D6,0.751,D37-9+,No,No,Yes,777del
63301,D6,0.752,D37-9+,No,No,Yes,777del
63600,D6,0.754,D37-9+,No,No,Yes,777del
63901,D6,0.755,D37-9+,No,No,Yes,777del
64200,D6,0.756,D37-9+,No,No,Yes,777del
64501,D6,0.758,D37-9+,No,No,Yes,777del
64800,D6,0.759,D37-9+,No,No,Yes,777del
65100,D6,0.761,D37-9+,No,No,Yes,777del
65400,D6,0.762,D37-9+,No,No,Yes,777del
65700,D6,0.764,D37-9+,No,No,Yes,777del
66001,D6,0.765,D37-9+,No,No,Yes,777del
66300,D6,0.769,D37-9+,No,No,Yes,777del
66601,D6,0.77,D37-9+,No,No,Yes,777del
66900,D6,0.773,D37-9+,No,No,Yes,777del
67201,D6,0.774,D37-9+,No,No,Yes,777del
67500,D6,0.775,D37-9+,No,No,Yes,777del
67800,D6,0.776,D37-9+,No,No,Yes,777del
68100,D6,0.778,D37-9+,No,No,Yes,777del
68400,D6,0.779,D37-9+,No,No,Yes,777del
68701,D6,0.781,D37-9+,No,No,Yes,777del
69000,D6,0.783,D37-9+,No,No,Yes,777del
69301,D6,0.784,D37-9+,No,No,Yes,777del
69600,D6,0.786,D37-9+,No,No,Yes,777del
69901,D6,0.787,D37-9+,No,No,Yes,777del
70200,D6,0.791,D37-9+,No,No,Yes,777del
70500,D6,0.791,D37-9+,No,No,Yes,777del
70800,D6,0.792,D37-9+,No,No,Yes,777del
71100,D6,0.793,D37-9+,No,No,Yes,777del
71401,D6,0.795,D37-9+,No,No,Yes,777del
71700,D6,0.797,D37-9+,No,No,Yes,777del
72001,D6,0.796,D37-9+,No,No,Yes,777del
0,E6,0.109,D37-9+,Yes,No,Yes,777del
300,E6,0.11,D37-9+,Yes,No,Yes,777del
600,E6,0.11,D37-9+,Yes,No,Yes,777del
900,E6,0.11,D37-9+,Yes,No,Yes,777del
1201,E6,0.11,D37-9+,Yes,No,Yes,777del
1500,E6,0.11,D37-9+,Yes,No,Yes,777del
1801,E6,0.11,D37-9+,Yes,No,Yes,777del
2100,E6,0.111,D37-9+,Yes,No,Yes,777del
2401,E6,0.11,D37-9+,Yes,No,Yes,777del
2700,E6,0.111,D37-9+,Yes,No,Yes,777del
3000,E6,0.111,D37-9+,Yes,No,Yes,777del
3300,E6,0.11,D37-9+,Yes,No,Yes,777del
3600,E6,0.111,D37-9+,Yes,No,Yes,777del
3901,E6,0.11,D37-9+,Yes,No,Yes,777del
4200,E6,0.11,D37-9+,Yes,No,Yes,777del
4501,E6,0.11,D37-9+,Yes,No,Yes,777del
4800,E6,0.111,D37-9+,Yes,No,Yes,777del
5101,E6,0.11,D37-9+,Yes,No,Yes,777del
5400,E6,0.111,D37-9+,Yes,No,Yes,777del
5700,E6,0.111,D37-9+,Yes,No,Yes,777del
6000,E6,0.111,D37-9+,Yes,No,Yes,777del
6300,E6,0.111,D37-9+,Yes,No,Yes,777del
6601,E6,0.111,D37-9+,Yes,No,Yes,777del
6900,E6,0.111,D37-9+,Yes,No,Yes,777del
7201,E6,0.111,D37-9+,Yes,No,Yes,777del
7500,E6,0.111,D37-9+,Yes,No,Yes,777del
7801,E6,0.111,D37-9+,Yes,No,Yes,777del
8100,E6,0.111,D37-9+,Yes,No,Yes,777del
8400,E6,0.111,D37-9+,Yes,No,Yes,777del
8700,E6,0.111,D37-9+,Yes,No,Yes,777del
9000,E6,0.111,D37-9+,Yes,No,Yes,777del
9301,E6,0.111,D37-9+,Yes,No,Yes,777del
9600,E6,0.111,D37-9+,Yes,No,Yes,777del
9901,E6,0.111,D37-9+,Yes,No,Yes,777del
10200,E6,0.111,D37-9+,Yes,No,Yes,777del
10501,E6,0.112,D37-9+,Yes,No,Yes,777del
10800,E6,0.112,D37-9+,Yes,No,Yes,777del
11100,E6,0.112,D37-9+,Yes,No,Yes,777del
11400,E6,0.111,D37-9+,Yes,No,Yes,777del
11700,E6,0.112,D37-9+,Yes,No,Yes,777del
12001,E6,0.112,D37-9+,Yes,No,Yes,777del
12300,E6,0.112,D37-9+,Yes,No,Yes,777del
12601,E6,0.112,D37-9+,Yes,No,Yes,777del
12900,E6,0.112,D37-9+,Yes,No,Yes,777del
13201,E6,0.112,D37-9+,Yes,No,Yes,777del
13500,E6,0.112,D37-9+,Yes,No,Yes,777del
13800,E6,0.112,D37-9+,Yes,No,Yes,777del
14100,E6,0.112,D37-9+,Yes,No,Yes,777del
14400,E6,0.112,D37-9+,Yes,No,Yes,777del
14701,E6,0.112,D37-9+,Yes,No,Yes,777del
15000,E6,0.112,D37-9+,Yes,No,Yes,777del
15301,E6,0.112,D37-9+,Yes,No,Yes,777del
15600,E6,0.112,D37-9+,Yes,No,Yes,777del
15901,E6,0.112,D37-9+,Yes,No,Yes,777del
16200,E6,0.112,D37-9+,Yes,No,Yes,777del
16500,E6,0.112,D37-9+,Yes,No,Yes,777del
16800,E6,0.113,D37-9+,Yes,No,Yes,777del
17100,E6,0.112,D37-9+,Yes,No,Yes,777del
17401,E6,0.112,D37-9+,Yes,No,Yes,777del
17700,E6,0.113,D37-9+,Yes,No,Yes,777del
18001,E6,0.112,D37-9+,Yes,No,Yes,777del
18300,E6,0.113,D37-9+,Yes,No,Yes,777del
18601,E6,0.113,D37-9+,Yes,No,Yes,777del
18900,E6,0.113,D37-9+,Yes,No,Yes,777del
19200,E6,0.113,D37-9+,Yes,No,Yes,777del
19500,E6,0.113,D37-9+,Yes,No,Yes,777del
19800,E6,0.113,D37-9+,Yes,No,Yes,777del
20101,E6,0.113,D37-9+,Yes,No,Yes,777del
20400,E6,0.112,D37-9+,Yes,No,Yes,777del
20701,E6,0.113,D37-9+,Yes,No,Yes,777del
21000,E6,0.112,D37-9+,Yes,No,Yes,777del
21301,E6,0.113,D37-9+,Yes,No,Yes,777del
21600,E6,0.113,D37-9+,Yes,No,Yes,777del
21900,E6,0.113,D37-9+,Yes,No,Yes,777del
22200,E6,0.113,D37-9+,Yes,No,Yes,777del
22500,E6,0.113,D37-9+,Yes,No,Yes,777del
22801,E6,0.113,D37-9+,Yes,No,Yes,777del
23100,E6,0.113,D37-9+,Yes,No,Yes,777del
23401,E6,0.113,D37-9+,Yes,No,Yes,777del
23700,E6,0.113,D37-9+,Yes,No,Yes,777del
24001,E6,0.113,D37-9+,Yes,No,Yes,777del
24300,E6,0.113,D37-9+,Yes,No,Yes,777del
24600,E6,0.113,D37-9+,Yes,No,Yes,777del
24900,E6,0.113,D37-9+,Yes,No,Yes,777del
25200,E6,0.113,D37-9+,Yes,No,Yes,777del
25501,E6,0.113,D37-9+,Yes,No,Yes,777del
25800,E6,0.113,D37-9+,Yes,No,Yes,777del
26101,E6,0.113,D37-9+,Yes,No,Yes,777del
26400,E6,0.113,D37-9+,Yes,No,Yes,777del
26701,E6,0.113,D37-9+,Yes,No,Yes,777del
27000,E6,0.113,D37-9+,Yes,No,Yes,777del
27300,E6,0.113,D37-9+,Yes,No,Yes,777del
27600,E6,0.113,D37-9+,Yes,No,Yes,777del
27900,E6,0.113,D37-9+,Yes,No,Yes,777del
28201,E6,0.113,D37-9+,Yes,No,Yes,777del
28500,E6,0.114,D37-9+,Yes,No,Yes,777del
28801,E6,0.113,D37-9+,Yes,No,Yes,777del
29100,E6,0.113,D37-9+,Yes,No,Yes,777del
29401,E6,0.113,D37-9+,Yes,No,Yes,777del
29700,E6,0.114,D37-9+,Yes,No,Yes,777del
30000,E6,0.113,D37-9+,Yes,No,Yes,777del
30300,E6,0.113,D37-9+,Yes,No,Yes,777del
30600,E6,0.113,D37-9+,Yes,No,Yes,777del
30901,E6,0.113,D37-9+,Yes,No,Yes,777del
31200,E6,0.113,D37-9+,Yes,No,Yes,777del
31501,E6,0.113,D37-9+,Yes,No,Yes,777del
31800,E6,0.113,D37-9+,Yes,No,Yes,777del
32101,E6,0.113,D37-9+,Yes,No,Yes,777del
32400,E6,0.113,D37-9+,Yes,No,Yes,777del
32700,E6,0.113,D37-9+,Yes,No,Yes,777del
33000,E6,0.114,D37-9+,Yes,No,Yes,777del
33300,E6,0.113,D37-9+,Yes,No,Yes,777del
33601,E6,0.114,D37-9+,Yes,No,Yes,777del
33900,E6,0.113,D37-9+,Yes,No,Yes,777del
34201,E6,0.114,D37-9+,Yes,No,Yes,777del
34500,E6,0.114,D37-9+,Yes,No,Yes,777del
34801,E6,0.114,D37-9+,Yes,No,Yes,777del
35100,E6,0.114,D37-9+,Yes,No,Yes,777del
35400,E6,0.114,D37-9+,Yes,No,Yes,777del
35700,E6,0.113,D37-9+,Yes,No,Yes,777del
36000,E6,0.114,D37-9+,Yes,No,Yes,777del
36301,E6,0.113,D37-9+,Yes,No,Yes,777del
36600,E6,0.114,D37-9+,Yes,No,Yes,777del
36901,E6,0.113,D37-9+,Yes,No,Yes,777del
37200,E6,0.113,D37-9+,Yes,No,Yes,777del
