Time,Well,OD600,Strain,Phage,malTmut,X777bpdel,Treatment
1500,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
1801,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
2100,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
2401,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
2700,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
3000,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
3300,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
3600,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
3901,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
4200,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
4501,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
4800,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
5101,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
5400,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
5700,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
6000,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
6300,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
6601,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
6900,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
7201,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
7500,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
7801,D4,0.111,D37-9,No,Yes,Yes,malT- 777del
8100,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
8400,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
8700,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
9000,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
9301,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
9600,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
9901,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
10200,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
10501,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
10800,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
11100,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
11400,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
11700,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
12001,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
12300,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
12601,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
12900,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
13201,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
13500,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
13800,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
14100,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
14400,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
14701,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
15000,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
15301,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
15600,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
15901,D4,0.112,D37-9,No,Yes,Yes,malT- 777del
16200,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
16500,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
16800,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
17100,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
17401,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
17700,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
18001,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
18300,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
18601,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
18900,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
19200,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
19500,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
19800,D4,0.113,D37-9,No,Yes,Yes,malT- 777del
20101,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
20400,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
20701,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
21000,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
21301,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
21600,D4,0.114,D37-9,No,Yes,Yes,malT- 777del
21900,D4,0.115,D37-9,No,Yes,Yes,malT- 777del
22200,D4,0.116,D37-9,No,Yes,Yes,malT- 777del
22500,D4,0.116,D37-9,No,Yes,Yes,malT- 777del
22801,D4,0.117,D37-9,No,Yes,Yes,malT- 777del
23100,D4,0.117,D37-9,No,Yes,Yes,malT- 777del
23401,D4,0.117,D37-9,No,Yes,Yes,malT- 777del
23700,D4,0.119,D37-9,No,Yes,Yes,malT- 777del
24001,D4,0.12,D37-9,No,Yes,Yes,malT- 777del
24300,D4,0.12,D37-9,No,Yes,Yes,malT- 777del
24600,D4,0.122,D37-9,No,Yes,Yes,malT- 777del
24900,D4,0.123,D37-9,No,Yes,Yes,malT- 777del
25200,D4,0.126,D37-9,No,Yes,Yes,malT- 777del
25501,D4,0.128,D37-9,No,Yes,Yes,malT- 777del
25800,D4,0.131,D37-9,No,Yes,Yes,malT- 777del
26101,D4,0.134,D37-9,No,Yes,Yes,malT- 777del
26400,D4,0.138,D37-9,No,Yes,Yes,malT- 777del
26701,D4,0.142,D37-9,No,Yes,Yes,malT- 777del
27000,D4,0.147,D37-9,No,Yes,Yes,malT- 777del
27300,D4,0.154,D37-9,No,Yes,Yes,malT- 777del
27600,D4,0.161,D37-9,No,Yes,Yes,malT- 777del
27900,D4,0.169,D37-9,No,Yes,Yes,malT- 777del
28201,D4,0.179,D37-9,No,Yes,Yes,malT- 777del
28500,D4,0.19,D37-9,No,Yes,Yes,malT- 777del
28801,D4,0.201,D37-9,No,Yes,Yes,malT- 777del
29100,D4,0.213,D37-9,No,Yes,Yes,malT- 777del
29401,D4,0.225,D37-9,No,Yes,Yes,malT- 777del
29700,D4,0.238,D37-9,No,Yes,Yes,malT- 777del
30000,D4,0.25,D37-9,No,Yes,Yes,malT- 777del
30300,D4,0.265,D37-9,No,Yes,Yes,malT- 777del
30600,D4,0.279,D37-9,No,Yes,Yes,malT- 777del
30901,D4,0.295,D37-9,No,Yes,Yes,malT- 777del
31200,D4,0.31,D37-9,No,Yes,Yes,malT- 777del
31501,D4,0.326,D37-9,No,Yes,Yes,malT- 777del
31800,D4,0.342,D37-9,No,Yes,Yes,malT- 777del
32101,D4,0.359,D37-9,No,Yes,Yes,malT- 777del
32400,D4,0.377,D37-9,No,Yes,Yes,malT- 777del
32700,D4,0.396,D37-9,No,Yes,Yes,malT- 777del
33000,D4,0.415,D37-9,No,Yes,Yes,malT- 777del
33300,D4,0.431,D37-9,No,Yes,Yes,malT- 777del
33601,D4,0.446,D37-9,No,Yes,Yes,malT- 777del
33900,D4,0.46,D37-9,No,Yes,Yes,malT- 777del
34201,D4,0.475,D37-9,No,Yes,Yes,malT- 777del
34500,D4,0.489,D37-9,No,Yes,Yes,malT- 777del
34801,D4,0.505,D37-9,No,Yes,Yes,malT- 777del
35100,D4,0.518,D37-9,No,Yes,Yes,malT- 777del
35400,D4,0.531,D37-9,No,Yes,Yes,malT- 777del
35700,D4,0.543,D37-9,No,Yes,Yes,malT- 777del
36000,D4,0.551,D37-9,No,Yes,Yes,malT- 777del
36301,D4,0.557,D37-9,No,Yes,Yes,malT- 777del
36600,D4,0.566,D37-9,No,Yes,Yes,malT- 777del
36901,D4,0.572,D37-9,No,Yes,Yes,malT- 777del
37200,D4,0.582,D37-9,No,Yes,Yes,malT- 777del
37501,D4,0.589,D37-9,No,Yes,Yes,malT- 777del
37800,D4,0.595,D37-9,No,Yes,Yes,malT- 777del
38100,D4,0.598,D37-9,No,Yes,Yes,malT- 777del
38400,D4,0.604,D37-9,No,Yes,Yes,malT- 777del
38700,D4,0.609,D37-9,No,Yes,Yes,malT- 777del
39001,D4,0.613,D37-9,No,Yes,Yes,malT- 777del
39300,D4,0.614,D37-9,No,Yes,Yes,malT- 777del
39601,D4,0.615,D37-9,No,Yes,Yes,malT- 777del
39900,D4,0.615,D37-9,No,Yes,Yes,malT- 777del
40201,D4,0.617,D37-9,No,Yes,Yes,malT- 777del
40500,D4,0.621,D37-9,No,Yes,Yes,malT- 777del
40800,D4,0.627,D37-9,No,Yes,Yes,malT- 777del
41100,D4,0.628,D37-9,No,Yes,Yes,malT- 777del
41400,D4,0.63,D37-9,No,Yes,Yes,malT- 777del
41701,D4,0.632,D37-9,No,Yes,Yes,malT- 777del
42000,D4,0.634,D37-9,No,Yes,Yes,malT- 777del
42301,D4,0.634,D37-9,No,Yes,Yes,malT- 777del
42600,D4,0.637,D37-9,No,Yes,Yes,malT- 777del
42901,D4,0.638,D37-9,No,Yes,Yes,malT- 777del
43200,D4,0.639,D37-9,No,Yes,Yes,malT- 777del
43500,D4,0.64,D37-9,No,Yes,Yes,malT- 777del
43800,D4,0.641,D37-9,No,Yes,Yes,malT- 777del
44100,D4,0.642,D37-9,No,Yes,Yes,malT- 777del
44401,D4,0.643,D37-9,No,Yes,Yes,malT- 777del
44700,D4,0.645,D37-9,No,Yes,Yes,malT- 777del
45001,D4,0.645,D37-9,No,Yes,Yes,malT- 777del
45300,D4,0.646,D37-9,No,Yes,Yes,malT- 777del
45601,D4,0.646,D37-9,No,Yes,Yes,malT- 777del
45900,D4,0.646,D37-9,No,Yes,Yes,malT- 777del
46200,D4,0.648,D37-9,No,Yes,Yes,malT- 777del
46500,D4,0.65,D37-9,No,Yes,Yes,malT- 777del
46800,D4,0.653,D37-9,No,Yes,Yes,malT- 777del
47101,D4,0.653,D37-9,No,Yes,Yes,malT- 777del
47400,D4,0.655,D37-9,No,Yes,Yes,malT- 777del
47701,D4,0.654,D37-9,No,Yes,Yes,malT- 777del
48000,D4,0.653,D37-9,No,Yes,Yes,malT- 777del
48301,D4,0.654,D37-9,No,Yes,Yes,malT- 777del
48600,D4,0.656,D37-9,No,Yes,Yes,malT- 777del
48900,D4,0.658,D37-9,No,Yes,Yes,malT- 777del
49200,D4,0.66,D37-9,No,Yes,Yes,malT- 777del
49500,D4,0.66,D37-9,No,Yes,Yes,malT- 777del
49801,D4,0.663,D37-9,No,Yes,Yes,malT- 777del
50100,D4,0.663,D37-9,No,Yes,Yes,malT- 777del
50401,D4,0.664,D37-9,No,Yes,Yes,malT- 777del
50700,D4,0.664,D37-9,No,Yes,Yes,malT- 777del
51001,D4,0.667,D37-9,No,Yes,Yes,malT- 777del
51300,D4,0.667,D37-9,No,Yes,Yes,malT- 777del
51600,D4,0.669,D37-9,No,Yes,Yes,malT- 777del
51900,D4,0.671,D37-9,No,Yes,Yes,malT- 777del
52200,D4,0.672,D37-9,No,Yes,Yes,malT- 777del
52501,D4,0.674,D37-9,No,Yes,Yes,malT- 777del
52800,D4,0.675,D37-9,No,Yes,Yes,malT- 777del
53101,D4,0.676,D37-9,No,Yes,Yes,malT- 777del
53400,D4,0.677,D37-9,No,Yes,Yes,malT- 777del
53701,D4,0.68,D37-9,No,Yes,Yes,malT- 777del
54000,D4,0.682,D37-9,No,Yes,Yes,malT- 777del
54300,D4,0.683,D37-9,No,Yes,Yes,malT- 777del
54600,D4,0.685,D37-9,No,Yes,Yes,malT- 777del
54900,D4,0.687,D37-9,No,Yes,Yes,malT- 777del
55201,D4,0.689,D37-9,No,Yes,Yes,malT- 777del
55500,D4,0.691,D37-9,No,Yes,Yes,malT- 777del
55801,D4,0.693,D37-9,No,Yes,Yes,malT- 777del
56100,D4,0.694,D37-9,No,Yes,Yes,malT- 777del
56401,D4,0.695,D37-9,No,Yes,Yes,malT- 777del
56700,D4,0.698,D37-9,No,Yes,Yes,malT- 777del
57000,D4,0.7,D37-9,No,Yes,Yes,malT- 777del
57300,D4,0.703,D37-9,No,Yes,Yes,malT- 777del
57600,D4,0.706,D37-9,No,Yes,Yes,malT- 777del
57901,D4,0.708,D37-9,No,Yes,Yes,malT- 777del
58200,D4,0.709,D37-9,No,Yes,Yes,malT- 777del
58501,D4,0.711,D37-9,No,Yes,Yes,malT- 777del
58800,D4,0.712,D37-9,No,Yes,Yes,malT- 777del
59101,D4,0.713,D37-9,No,Yes,Yes,malT- 777del
59400,D4,0.715,D37-9,No,Yes,Yes,malT- 777del
59700,D4,0.715,D37-9,No,Yes,Yes,malT- 777del
60000,D4,0.718,D37-9,No,Yes,Yes,malT- 777del
60300,D4,0.718,D37-9,No,Yes,Yes,malT- 777del
60601,D4,0.719,D37-9,No,Yes,Yes,malT- 777del
60900,D4,0.72,D37-9,No,Yes,Yes,malT- 777del
61201,D4,0.722,D37-9,No,Yes,Yes,malT- 777del
61500,D4,0.723,D37-9,No,Yes,Yes,malT- 777del
61801,D4,0.725,D37-9,No,Yes,Yes,malT- 777del
62100,D4,0.728,D37-9,No,Yes,Yes,malT- 777del
62400,D4,0.73,D37-9,No,Yes,Yes,malT- 777del
62700,D4,0.732,D37-9,No,Yes,Yes,malT- 777del
63000,D4,0.734,D37-9,No,Yes,Yes,malT- 777del
63301,D4,0.736,D37-9,No,Yes,Yes,malT- 777del
63600,D4,0.737,D37-9,No,Yes,Yes,malT- 777del
63901,D4,0.738,D37-9,No,Yes,Yes,malT- 777del
64200,D4,0.741,D37-9,No,Yes,Yes,malT- 777del
64501,D4,0.742,D37-9,No,Yes,Yes,malT- 777del
64800,D4,0.742,D37-9,No,Yes,Yes,malT- 777del
65100,D4,0.745,D37-9,No,Yes,Yes,malT- 777del
65400,D4,0.746,D37-9,No,Yes,Yes,malT- 777del
65700,D4,0.748,D37-9,No,Yes,Yes,malT- 777del
66001,D4,0.748,D37-9,No,Yes,Yes,malT- 777del
66300,D4,0.751,D37-9,No,Yes,Yes,malT- 777del
66601,D4,0.753,D37-9,No,Yes,Yes,malT- 777del
66900,D4,0.755,D37-9,No,Yes,Yes,malT- 777del
67201,D4,0.757,D37-9,No,Yes,Yes,malT- 777del
67500,D4,0.758,D37-9,No,Yes,Yes,malT- 777del
67800,D4,0.759,D37-9,No,Yes,Yes,malT- 777del
68100,D4,0.76,D37-9,No,Yes,Yes,malT- 777del
68400,D4,0.762,D37-9,No,Yes,Yes,malT- 777del
68701,D4,0.763,D37-9,No,Yes,Yes,malT- 777del
69000,D4,0.766,D37-9,No,Yes,Yes,malT- 777del
69301,D4,0.766,D37-9,No,Yes,Yes,malT- 777del
69600,D4,0.767,D37-9,No,Yes,Yes,malT- 777del
69901,D4,0.768,D37-9,No,Yes,Yes,malT- 777del
70200,D4,0.772,D37-9,No,Yes,Yes,malT- 777del
70500,D4,0.771,D37-9,No,Yes,Yes,malT- 777del
70800,D4,0.774,D37-9,No,Yes,Yes,malT- 777del
71100,D4,0.775,D37-9,No,Yes,Yes,malT- 777del
71401,D4,0.777,D37-9,No,Yes,Yes,malT- 777del
71700,D4,0.779,D37-9,No,Yes,Yes,malT- 777del
72001,D4,0.779,D37-9,No,Yes,Yes,malT- 777del
0,E4,0.11,D37-9,Yes,Yes,Yes,malT- 777del
300,E4,0.11,D37-9,Yes,Yes,Yes,malT- 777del
600,E4,0.11,D37-9,Yes,Yes,Yes,malT- 777del
900,E4,0.11,D37-9,Yes,Yes,Yes,malT- 777del
1201,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
1500,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
1801,E4,0.11,D37-9,Yes,Yes,Yes,malT- 777del
2100,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
2401,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
2700,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
3000,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
3300,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
3600,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
3901,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
4200,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
4501,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
4800,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
5101,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
5400,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
5700,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
6000,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
6300,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
6601,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
6900,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
7201,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
7500,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
7801,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
8100,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
8400,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
8700,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
9000,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
9301,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
9600,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
9901,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
10200,E4,0.111,D37-9,Yes,Yes,Yes,malT- 777del
10501,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
10800,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
11100,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
11400,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
11700,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
12001,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
12300,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
12601,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
12900,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
13201,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
13500,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
13800,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
14100,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
14400,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
14701,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
15000,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
15301,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
15600,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
15901,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
16200,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
16500,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
16800,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
17100,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
17401,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
17700,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
18001,E4,0.112,D37-9,Yes,Yes,Yes,malT- 777del
18300,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
18601,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
18900,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
19200,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
19500,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
19800,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
20101,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
20400,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
20701,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
21000,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
21301,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
21600,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
21900,E4,0.113,D37-9,Yes,Yes,Yes,malT- 777del
22200,E4,0.114,D37-9,Yes,Yes,Yes,malT- 777del
22500,E4,0.114,D37-9,Yes,Yes,Yes,malT- 777del
22801,E4,0.114,D37-9,Yes,Yes,Yes,malT- 777del
23100,E4,0.115,D37-9,Yes,Yes,Yes,malT- 777del
23401,E4,0.115,D37-9,Yes,Yes,Yes,malT- 777del
23700,E4,0.115,D37-9,Yes,Yes,Yes,malT- 777del
24001,E4,0.116,D37-9,Yes,Yes,Yes,malT- 777del
24300,E4,0.116,D37-9,Yes,Yes,Yes,malT- 777del
24600,E4,0.117,D37-9,Yes,Yes,Yes,malT- 777del
24900,E4,0.117,D37-9,Yes,Yes,Yes,malT- 777del
25200,E4,0.118,D37-9,Yes,Yes,Yes,malT- 777del
25501,E4,0.118,D37-9,Yes,Yes,Yes,malT- 777del
25800,E4,0.12,D37-9,Yes,Yes,Yes,malT- 777del
26101,E4,0.121,D37-9,Yes,Yes,Yes,malT- 777del
26400,E4,0.122,D37-9,Yes,Yes,Yes,malT- 777del
26701,E4,0.124,D37-9,Yes,Yes,Yes,malT- 777del
27000,E4,0.126,D37-9,Yes,Yes,Yes,malT- 777del
27300,E4,0.128,D37-9,Yes,Yes,Yes,malT- 777del
27600,E4,0.131,D37-9,Yes,Yes,Yes,malT- 777del
27900,E4,0.134,D37-9,Yes,Yes,Yes,malT- 777del
28201,E4,0.139,D37-9,Yes,Yes,Yes,malT- 777del
28500,E4,0.143,D37-9,Yes,Yes,Yes,malT- 777del
28801,E4,0.147,D37-9,Yes,Yes,Yes,malT- 777del
29100,E4,0.152,D37-9,Yes,Yes,Yes,malT- 777del
29401,E4,0.159,D37-9,Yes,Yes,Yes,malT- 777del
29700,E4,0.166,D37-9,Yes,Yes,Yes,malT- 777del
30000,E4,0.173,D37-9,Yes,Yes,Yes,malT- 777del
30300,E4,0.18,D37-9,Yes,Yes,Yes,malT- 777del
30600,E4,0.188,D37-9,Yes,Yes,Yes,malT- 777del
30901,E4,0.196,D37-9,Yes,Yes,Yes,malT- 777del
31200,E4,0.205,D37-9,Yes,Yes,Yes,malT- 777del
31501,E4,0.214,D37-9,Yes,Yes,Yes,malT- 777del
31800,E4,0.225,D37-9,Yes,Yes,Yes,malT- 777del
32101,E4,0.235,D37-9,Yes,Yes,Yes,malT- 777del
32400,E4,0.246,D37-9,Yes,Yes,Yes,malT- 777del
32700,E4,0.258,D37-9,Yes,Yes,Yes,malT- 777del
33000,E4,0.27,D37-9,Yes,Yes,Yes,malT- 777del
33300,E4,0.282,D37-9,Yes,Yes,Yes,malT- 777del
33601,E4,0.293,D37-9,Yes,Yes,Yes,malT- 777del
33900,E4,0.302,D37-9,Yes,Yes,Yes,malT- 777del
34201,E4,0.313,D37-9,Yes,Yes,Yes,malT- 777del
34500,E4,0.324,D37-9,Yes,Yes,Yes,malT- 777del
34801,E4,0.333,D37-9,Yes,Yes,Yes,malT- 777del
35100,E4,0.345,D37-9,Yes,Yes,Yes,malT- 777del
35400,E4,0.357,D37-9,Yes,Yes,Yes,malT- 777del
35700,E4,0.37,D37-9,Yes,Yes,Yes,malT- 777del
36000,E4,0.384,D37-9,Yes,Yes,Yes,malT- 777del
36301,E4,0.395,D37-9,Yes,Yes,Yes,malT- 777del
36600,E4,0.407,D37-9,Yes,Yes,Yes,malT- 777del
36901,E4,0.417,D37-9,Yes,Yes,Yes,malT- 777del
37200,E4,0.428,D37-9,Yes,Yes,Yes,malT- 777del
37501,E4,0.437,D37-9,Yes,Yes,Yes,malT- 777del
37800,E4,0.448,D37-9,Yes,Yes,Yes,malT- 777del
38100,E4,0.46,D37-9,Yes,Yes,Yes,malT- 777del
38400,E4,0.47,D37-9,Yes,Yes,Yes,malT- 777del
38700,E4,0.482,D37-9,Yes,Yes,Yes,malT- 777del
39001,E4,0.496,D37-9,Yes,Yes,Yes,malT- 777del
39300,E4,0.511,D37-9,Yes,Yes,Yes,malT- 777del
39601,E4,0.524,D37-9,Yes,Yes,Yes,malT- 777del
39900,E4,0.533,D37-9,Yes,Yes,Yes,malT- 777del
40201,E4,0.552,D37-9,Yes,Yes,Yes,malT- 777del
40500,E4,0.568,D37-9,Yes,Yes,Yes,malT- 777del
40800,E4,0.579,D37-9,Yes,Yes,Yes,malT- 777del
41100,E4,0.584,D37-9,Yes,Yes,Yes,malT- 777del
41400,E4,0.586,D37-9,Yes,Yes,Yes,malT- 777del
41701,E4,0.591,D37-9,Yes,Yes,Yes,malT- 777del
42000,E4,0.596,D37-9,Yes,Yes,Yes,malT- 777del
42301,E4,0.6,D37-9,Yes,Yes,Yes,malT- 777del
42600,E4,0.604,D37-9,Yes,Yes,Yes,malT- 777del
42901,E4,0.606,D37-9,Yes,Yes,Yes,malT- 777del
43200,E4,0.609,D37-9,Yes,Yes,Yes,malT- 777del
43500,E4,0.612,D37-9,Yes,Yes,Yes,malT- 777del
43800,E4,0.614,D37-9,Yes,Yes,Yes,malT- 777del
44100,E4,0.619,D37-9,Yes,Yes,Yes,malT- 777del
44401,E4,0.621,D37-9,Yes,Yes,Yes,malT- 777del
44700,E4,0.626,D37-9,Yes,Yes,Yes,malT- 777del
45001,E4,0.629,D37-9,Yes,Yes,Yes,malT- 777del
45300,E4,0.631,D37-9,Yes,Yes,Yes,malT- 777del
45601,E4,0.632,D37-9,Yes,Yes,Yes,malT- 777del
45900,E4,0.635,D37-9,Yes,Yes,Yes,malT- 777del
46200,E4,0.636,D37-9,Yes,Yes,Yes,malT- 777del
46500,E4,0.64,D37-9,Yes,Yes,Yes,malT- 777del
46800,E4,0.641,D37-9,Yes,Yes,Yes,malT- 777del
47101,E4,0.645,D37-9,Yes,Yes,Yes,malT- 777del
47400,E4,0.647,D37-9,Yes,Yes,Yes,malT- 777del
47701,E4,0.646,D37-9,Yes,Yes,Yes,malT- 777del
48000,E4,0.647,D37-9,Yes,Yes,Yes,malT- 777del
48301,E4,0.646,D37-9,Yes,Yes,Yes,malT- 777del
48600,E4,0.649,D37-9,Yes,Yes,Yes,malT- 777del
48900,E4,0.651,D37-9,Yes,Yes,Yes,malT- 777del
49200,E4,0.651,D37-9,Yes,Yes,Yes,malT- 777del
49500,E4,0.652,D37-9,Yes,Yes,Yes,malT- 777del
49801,E4,0.654,D37-9,Yes,Yes,Yes,malT- 777del
50100,E4,0.656,D37-9,Yes,Yes,Yes,malT- 777del
50401,E4,0.655,D37-9,Yes,Yes,Yes,malT- 777del
50700,E4,0.656,D37-9,Yes,Yes,Yes,malT- 777del
51001,E4,0.655,D37-9,Yes,Yes,Yes,malT- 777del
51300,E4,0.658,D37-9,Yes,Yes,Yes,malT- 777del
51600,E4,0.659,D37-9,Yes,Yes,Yes,malT- 777del
51900,E4,0.66,D37-9,Yes,Yes,Yes,malT- 777del
52200,E4,0.661,D37-9,Yes,Yes,Yes,malT- 777del
52501,E4,0.662,D37-9,Yes,Yes,Yes,malT- 777del
52800,E4,0.663,D37-9,Yes,Yes,Yes,malT- 777del
53101,E4,0.663,D37-9,Yes,Yes,Yes,malT- 777del
53400,E4,0.665,D37-9,Yes,Yes,Yes,malT- 777del
53701,E4,0.667,D37-9,Yes,Yes,Yes,malT- 777del
54000,E4,0.668,D37-9,Yes,Yes,Yes,malT- 777del
54300,E4,0.668,D37-9,Yes,Yes,Yes,malT- 777del
54600,E4,0.67,D37-9,Yes,Yes,Yes,malT- 777del
54900,E4,0.671,D37-9,Yes,Yes,Yes,malT- 777del
55201,E4,0.674,D37-9,Yes,Yes,Yes,malT- 777del
55500,E4,0.675,D37-9,Yes,Yes,Yes,malT- 777del
55801,E4,0.676,D37-9,Yes,Yes,Yes,malT- 777del
56100,E4,0.678,D37-9,Yes,Yes,Yes,malT- 777del
